"","X","age","workclass","education","educational.num","marital.status","race","gender","hours.per.week","income"
"25982",25982,21,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"25983",25983,48,"Local-gov","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"25984",25984,50,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"25985",25985,41,"State-gov","Bachelors",13,"Never-married","Black","Male",40,"<=50K"
"25986",25986,32,"Private","HS-grad",9,"Divorced","Black","Female",30,"<=50K"
"25987",25987,40,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",40,"<=50K"
"25988",25988,19,"Private","HS-grad",9,"Never-married","White","Male",30,"<=50K"
"25989",25989,42,"State-gov","HS-grad",9,"Separated","White","Male",39,"<=50K"
"25990",25990,23,"Private","Bachelors",13,"Never-married","White","Female",50,"<=50K"
"25991",25991,37,"Self-emp-not-inc","HS-grad",9,"Divorced","White","Male",40,">50K"
"25992",25992,21,"Private","11th",7,"Never-married","White","Female",24,"<=50K"
"25993",25993,28,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"25994",25994,20,"Private","Some-college",10,"Never-married","White","Male",25,"<=50K"
"25995",25995,21,"Private","11th",7,"Never-married","White","Male",35,"<=50K"
"25996",25996,21,"Private","Some-college",10,"Never-married","White","Male",16,"<=50K"
"25997",25997,45,"Self-emp-not-inc","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"25998",25998,49,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"25999",25999,53,"Self-emp-inc","Some-college",10,"Divorced","White","Male",50,">50K"
"26000",26000,41,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"26001",26001,48,"Local-gov","Bachelors",13,"Married-spouse-absent","Asian-Pac-Islander","Female",40,"<=50K"
"26002",26002,34,"Private","Some-college",10,"Separated","White","Female",40,"<=50K"
"26003",26003,24,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"26004",26004,58,"State-gov","HS-grad",9,"Never-married","White","Female",16,"<=50K"
"26005",26005,41,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"26006",26006,53,"Private","Preschool",1,"Married-civ-spouse","White","Male",40,"<=50K"
"26007",26007,40,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",40,"<=50K"
"26008",26008,28,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"26009",26009,32,"Private","Some-college",10,"Married-civ-spouse","White","Male",47,"<=50K"
"26010",26010,44,"Self-emp-inc","Some-college",10,"Never-married","Black","Male",45,"<=50K"
"26011",26011,18,"Private","11th",7,"Never-married","White","Female",40,"<=50K"
"26012",26012,37,"State-gov","HS-grad",9,"Separated","White","Female",40,"<=50K"
"26013",26013,43,"Private","Assoc-acdm",12,"Never-married","Black","Female",45,"<=50K"
"26014",26014,22,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"26015",26015,28,"Private","10th",6,"Never-married","Black","Male",40,"<=50K"
"26016",26016,51,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"26017",26017,63,"Private","HS-grad",9,"Divorced","White","Female",72,"<=50K"
"26018",26018,29,"Private","Some-college",10,"Married-civ-spouse","White","Male",45,"<=50K"
"26019",26019,44,"Private","Bachelors",13,"Married-civ-spouse","White","Male",48,">50K"
"26020",26020,44,"Private","7th-8th",4,"Separated","White","Female",38,"<=50K"
"26021",26021,37,"State-gov","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"26022",26022,62,"Federal-gov","HS-grad",9,"Married-civ-spouse","Black","Male",40,"<=50K"
"26023",26023,31,"Private","HS-grad",9,"Married-civ-spouse","White","Male",52,"<=50K"
"26024",26024,20,"Private","HS-grad",9,"Never-married","White","Male",30,"<=50K"
"26025",26025,48,"Private","10th",6,"Divorced","White","Female",32,"<=50K"
"26026",26026,24,"Self-emp-not-inc","Some-college",10,"Never-married","White","Female",50,"<=50K"
"26027",26027,56,"State-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"26028",26028,36,"Federal-gov","Some-college",10,"Married-civ-spouse","White","Male",35,"<=50K"
"26029",26029,29,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"26030",26030,34,"Private","Prof-school",15,"Never-married","Asian-Pac-Islander","Male",40,">50K"
"26031",26031,39,"Private","Some-college",10,"Never-married","Black","Male",40,"<=50K"
"26032",26032,29,"Private","Some-college",10,"Never-married","Black","Male",45,"<=50K"
"26033",26033,38,"Self-emp-inc","HS-grad",9,"Married-civ-spouse","White","Male",65,"<=50K"
"26034",26034,23,"Private","9th",5,"Never-married","Asian-Pac-Islander","Male",20,"<=50K"
"26035",26035,37,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"26036",26036,30,"Self-emp-not-inc","Some-college",10,"Divorced","White","Female",30,"<=50K"
"26037",26037,42,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",40,"<=50K"
"26038",26038,59,"Local-gov","HS-grad",9,"Widowed","White","Female",19,"<=50K"
"26039",26039,45,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",40,">50K"
"26040",26040,46,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"26041",26041,25,"Private","Masters",14,"Never-married","White","Female",37,"<=50K"
"26042",26042,41,"Self-emp-inc","HS-grad",9,"Divorced","White","Male",55,"<=50K"
"26043",26043,49,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,">50K"
"26044",26044,37,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"26045",26045,31,"Private","HS-grad",9,"Never-married","White","Male",45,"<=50K"
"26046",26046,22,"Private","Assoc-acdm",12,"Married-civ-spouse","Asian-Pac-Islander","Male",6,"<=50K"
"26047",26047,22,"Private","HS-grad",9,"Divorced","White","Female",33,"<=50K"
"26048",26048,17,"Private","11th",7,"Never-married","White","Female",20,"<=50K"
"26049",26049,47,"Private","Doctorate",16,"Married-civ-spouse","White","Male",50,">50K"
"26050",26050,17,"Private","10th",6,"Never-married","White","Male",15,"<=50K"
"26051",26051,39,"Private","5th-6th",3,"Married-civ-spouse","White","Male",40,"<=50K"
"26052",26052,23,"Private","Some-college",10,"Never-married","White","Male",20,"<=50K"
"26053",26053,41,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"26054",26054,36,"Federal-gov","Masters",14,"Married-civ-spouse","White","Male",45,">50K"
"26055",26055,52,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"26056",26056,21,"Private","HS-grad",9,"Never-married","White","Female",30,"<=50K"
"26057",26057,33,"Private","10th",6,"Divorced","White","Female",36,"<=50K"
"26058",26058,41,"Private","HS-grad",9,"Never-married","White","Male",44,"<=50K"
"26059",26059,19,"Private","HS-grad",9,"Never-married","White","Female",35,"<=50K"
"26060",26060,38,"Federal-gov","HS-grad",9,"Never-married","White","Male",45,">50K"
"26061",26061,24,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"26062",26062,38,"Private","Bachelors",13,"Divorced","White","Female",40,"<=50K"
"26063",26063,39,"State-gov","Bachelors",13,"Married-civ-spouse","White","Male",45,">50K"
"26064",26064,19,"Private","Some-college",10,"Never-married","White","Female",15,"<=50K"
"26065",26065,42,"Private","Some-college",10,"Married-civ-spouse","White","Female",40,"<=50K"
"26066",26066,36,"Private","HS-grad",9,"Never-married","White","Male",45,"<=50K"
"26067",26067,29,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"26068",26068,17,"Private","12th",8,"Never-married","White","Male",20,"<=50K"
"26069",26069,47,"Local-gov","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"26070",26070,24,"Private","Some-college",10,"Divorced","White","Female",60,"<=50K"
"26071",26071,61,"Federal-gov","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"26072",26072,40,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Male",60,"<=50K"
"26073",26073,59,"Private","HS-grad",9,"Married-civ-spouse","Black","Female",38,"<=50K"
"26074",26074,29,"Private","Some-college",10,"Divorced","White","Male",55,"<=50K"
"26075",26075,26,"Private","HS-grad",9,"Separated","White","Male",40,"<=50K"
"26076",26076,46,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"26077",26077,56,"Federal-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"26078",26078,25,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"26079",26079,17,"Private","12th",8,"Never-married","White","Female",18,"<=50K"
"26080",26080,29,"Private","Assoc-voc",11,"Never-married","Black","Female",40,"<=50K"
"26081",26081,23,"Private","5th-6th",3,"Never-married","White","Male",30,"<=50K"
"26082",26082,67,"Private","HS-grad",9,"Never-married","White","Female",35,"<=50K"
"26083",26083,29,"Private","Masters",14,"Never-married","White","Female",50,"<=50K"
"26084",26084,33,"Private","Assoc-acdm",12,"Divorced","White","Female",40,"<=50K"
"26085",26085,32,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"26086",26086,34,"Private","Some-college",10,"Married-civ-spouse","White","Male",62,"<=50K"
"26087",26087,49,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"26088",26088,54,"Self-emp-not-inc","Some-college",10,"Divorced","White","Male",40,"<=50K"
"26089",26089,39,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"26090",26090,41,"Private","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"26091",26091,31,"Private","Some-college",10,"Divorced","White","Female",38,"<=50K"
"26092",26092,47,"Federal-gov","Doctorate",16,"Married-civ-spouse","White","Male",40,">50K"
"26093",26093,27,"Private","HS-grad",9,"Never-married","White","Male",1,"<=50K"
"26094",26094,23,"Private","11th",7,"Married-civ-spouse","White","Male",25,"<=50K"
"26095",26095,44,"Private","7th-8th",4,"Married-civ-spouse","White","Male",80,">50K"
"26096",26096,25,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",45,"<=50K"
"26097",26097,23,"Private","Some-college",10,"Never-married","White","Female",16,"<=50K"
"26098",26098,52,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,">50K"
"26099",26099,62,"Federal-gov","HS-grad",9,"Widowed","White","Female",36,"<=50K"
"26100",26100,31,"Private","Bachelors",13,"Never-married","White","Female",40,"<=50K"
"26101",26101,19,"Private","11th",7,"Married-civ-spouse","White","Male",60,"<=50K"
"26102",26102,53,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"26103",26103,25,"Private","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"26104",26104,45,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"26105",26105,69,"Private","9th",5,"Never-married","White","Male",40,"<=50K"
"26106",26106,49,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"26107",26107,42,"Private","Bachelors",13,"Married-civ-spouse","Asian-Pac-Islander","Female",27,">50K"
"26108",26108,44,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"26109",26109,56,"Local-gov","Some-college",10,"Married-civ-spouse","White","Male",41,">50K"
"26110",26110,37,"State-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,">50K"
"26111",26111,37,"Private","Bachelors",13,"Married-civ-spouse","White","Male",45,">50K"
"26112",26112,22,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"26113",26113,34,"Local-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"26114",26114,36,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"26115",26115,28,"Local-gov","Some-college",10,"Married-civ-spouse","White","Male",65,"<=50K"
"26116",26116,28,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,"<=50K"
"26117",26117,36,"Private","10th",6,"Never-married","White","Female",35,"<=50K"
"26118",26118,73,"Local-gov","5th-6th",3,"Married-civ-spouse","White","Male",20,"<=50K"
"26119",26119,37,"Self-emp-not-inc","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"26120",26120,24,"Private","Bachelors",13,"Never-married","Black","Female",65,"<=50K"
"26121",26121,30,"State-gov","HS-grad",9,"Married-AF-spouse","White","Female",38,"<=50K"
"26122",26122,38,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",40,"<=50K"
"26123",26123,50,"Private","Some-college",10,"Married-civ-spouse","Asian-Pac-Islander","Male",40,">50K"
"26124",26124,43,"Private","Prof-school",15,"Married-spouse-absent","White","Male",40,">50K"
"26125",26125,42,"Private","HS-grad",9,"Married-civ-spouse","Black","Male",40,"<=50K"
"26126",26126,54,"State-gov","Some-college",10,"Divorced","White","Female",38,"<=50K"
"26127",26127,27,"State-gov","Assoc-acdm",12,"Never-married","White","Female",58,"<=50K"
"26128",26128,39,"Private","Some-college",10,"Divorced","White","Male",45,"<=50K"
"26129",26129,27,"Private","Some-college",10,"Never-married","Black","Female",40,"<=50K"
"26130",26130,30,"Private","HS-grad",9,"Married-civ-spouse","White","Male",66,"<=50K"
"26131",26131,30,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"26132",26132,37,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"26133",26133,50,"Federal-gov","Bachelors",13,"Divorced","White","Male",60,">50K"
"26134",26134,36,"Private","Some-college",10,"Divorced","White","Female",40,"<=50K"
"26135",26135,22,"Private","Some-college",10,"Never-married","Black","Male",10,"<=50K"
"26136",26136,21,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"26137",26137,33,"Private","Bachelors",13,"Married-civ-spouse","White","Male",42,"<=50K"
"26138",26138,76,"Private","7th-8th",4,"Widowed","White","Female",25,"<=50K"
"26139",26139,37,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"26140",26140,34,"Private","Some-college",10,"Married-civ-spouse","White","Male",60,"<=50K"
"26141",26141,29,"Private","HS-grad",9,"Married-civ-spouse","White","Male",97,"<=50K"
"26142",26142,29,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"26143",26143,28,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,"<=50K"
"26144",26144,73,"Self-emp-not-inc","Some-college",10,"Married-civ-spouse","White","Male",35,"<=50K"
"26145",26145,43,"Private","Some-college",10,"Divorced","Black","Female",40,"<=50K"
"26146",26146,39,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"26147",26147,74,"Private","10th",6,"Widowed","Black","Female",6,"<=50K"
"26148",26148,27,"State-gov","Bachelors",13,"Never-married","White","Male",30,"<=50K"
"26149",26149,47,"Private","HS-grad",9,"Married-civ-spouse","White","Male",60,"<=50K"
"26150",26150,90,"Private","HS-grad",9,"Never-married","White","Female",24,"<=50K"
"26151",26151,47,"Private","Bachelors",13,"Married-civ-spouse","White","Male",60,">50K"
"26152",26152,42,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"26153",26153,69,"Private","Bachelors",13,"Divorced","White","Male",40,"<=50K"
"26154",26154,23,"Private","Bachelors",13,"Never-married","White","Female",20,"<=50K"
"26155",26155,44,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",30,"<=50K"
"26156",26156,41,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"26157",26157,47,"Local-gov","Some-college",10,"Never-married","Black","Male",40,"<=50K"
"26158",26158,43,"Private","Bachelors",13,"Married-civ-spouse","Black","Male",40,">50K"
"26159",26159,33,"Private","Some-college",10,"Never-married","Black","Male",40,"<=50K"
"26160",26160,48,"Private","11th",7,"Never-married","White","Female",30,"<=50K"
"26161",26161,39,"Private","Bachelors",13,"Divorced","White","Male",60,"<=50K"
"26162",26162,43,"Private","Masters",14,"Divorced","White","Female",40,">50K"
"26163",26163,52,"Private","HS-grad",9,"Widowed","White","Female",40,"<=50K"
"26164",26164,18,"Private","HS-grad",9,"Never-married","White","Female",20,"<=50K"
"26165",26165,27,"Self-emp-inc","HS-grad",9,"Never-married","White","Male",45,"<=50K"
"26166",26166,27,"Self-emp-inc","Bachelors",13,"Married-civ-spouse","White","Male",45,">50K"
"26167",26167,45,"Local-gov","HS-grad",9,"Never-married","White","Female",40,"<=50K"
"26168",26168,24,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",20,"<=50K"
"26169",26169,25,"Private","Some-college",10,"Married-spouse-absent","White","Female",40,"<=50K"
"26170",26170,42,"Self-emp-not-inc","10th",6,"Widowed","White","Male",35,"<=50K"
"26171",26171,63,"Self-emp-not-inc","7th-8th",4,"Married-civ-spouse","White","Male",40,"<=50K"
"26172",26172,40,"Private","HS-grad",9,"Married-civ-spouse","White","Female",46,">50K"
"26173",26173,47,"Private","Prof-school",15,"Married-civ-spouse","White","Male",60,">50K"
"26174",26174,42,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,">50K"
"26175",26175,42,"Private","Some-college",10,"Divorced","White","Female",45,"<=50K"
"26176",26176,63,"Local-gov","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"26177",26177,37,"Local-gov","Bachelors",13,"Divorced","White","Female",55,"<=50K"
"26178",26178,65,"Private","HS-grad",9,"Married-civ-spouse","White","Male",20,"<=50K"
"26179",26179,62,"Private","Bachelors",13,"Married-civ-spouse","White","Male",50,">50K"
"26180",26180,46,"Private","HS-grad",9,"Divorced","Amer-Indian-Eskimo","Male",40,"<=50K"
"26181",26181,23,"Private","HS-grad",9,"Never-married","Black","Female",25,"<=50K"
"26182",26182,47,"Local-gov","Bachelors",13,"Married-civ-spouse","White","Female",45,"<=50K"
"26183",26183,20,"Private","Some-college",10,"Never-married","White","Male",20,"<=50K"
"26184",26184,28,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"26185",26185,61,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"26186",26186,30,"State-gov","HS-grad",9,"Married-civ-spouse","White","Female",72,"<=50K"
"26187",26187,30,"State-gov","Bachelors",13,"Married-civ-spouse","White","Male",72,">50K"
"26188",26188,29,"Private","Bachelors",13,"Never-married","White","Male",50,">50K"
"26189",26189,39,"Private","HS-grad",9,"Widowed","Black","Female",40,"<=50K"
"26190",26190,23,"Private","11th",7,"Divorced","White","Female",35,"<=50K"
"26191",26191,32,"Private","11th",7,"Never-married","Black","Female",40,"<=50K"
"26192",26192,63,"Private","HS-grad",9,"Widowed","White","Female",34,"<=50K"
"26193",26193,19,"Self-emp-not-inc","Some-college",10,"Never-married","White","Female",15,"<=50K"
"26194",26194,57,"State-gov","Doctorate",16,"Divorced","White","Male",60,">50K"
"26195",26195,41,"Private","Bachelors",13,"Married-civ-spouse","White","Male",40,">50K"
"26196",26196,23,"Private","Assoc-voc",11,"Never-married","White","Male",40,"<=50K"
"26197",26197,30,"Private","Doctorate",16,"Never-married","White","Male",20,"<=50K"
"26198",26198,43,"Self-emp-inc","Assoc-acdm",12,"Married-civ-spouse","White","Male",50,"<=50K"
"26199",26199,64,"Self-emp-not-inc","7th-8th",4,"Married-civ-spouse","White","Male",25,"<=50K"
"26200",26200,56,"Private","5th-6th",3,"Separated","White","Male",40,"<=50K"
"26201",26201,32,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"26202",26202,55,"Private","HS-grad",9,"Married-civ-spouse","White","Male",45,"<=50K"
"26203",26203,17,"Private","11th",7,"Never-married","White","Female",12,"<=50K"
"26204",26204,17,"Private","10th",6,"Never-married","Black","Male",20,"<=50K"
"26205",26205,29,"Private","Some-college",10,"Married-civ-spouse","White","Female",65,"<=50K"
"26206",26206,37,"Private","HS-grad",9,"Divorced","White","Male",50,"<=50K"
"26207",26207,39,"Private","HS-grad",9,"Divorced","White","Female",22,"<=50K"
"26208",26208,36,"Private","Bachelors",13,"Married-civ-spouse","White","Female",40,">50K"
"26209",26209,50,"Private","Bachelors",13,"Divorced","White","Male",55,">50K"
"26210",26210,31,"Private","Some-college",10,"Never-married","White","Female",50,"<=50K"
"26211",26211,56,"Private","Some-college",10,"Widowed","Black","Female",32,"<=50K"
"26212",26212,51,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"26213",26213,20,"Private","Some-college",10,"Separated","White","Female",30,"<=50K"
"26214",26214,53,"Private","Bachelors",13,"Divorced","White","Male",55,">50K"
"26215",26215,33,"State-gov","Masters",14,"Never-married","Black","Female",35,"<=50K"
"26216",26216,27,"Private","Some-college",10,"Married-civ-spouse","Black","Female",20,"<=50K"
"26217",26217,40,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"26218",26218,45,"Private","Some-college",10,"Divorced","Black","Female",32,"<=50K"
"26219",26219,54,"Private","Assoc-voc",11,"Married-civ-spouse","Asian-Pac-Islander","Male",40,"<=50K"
"26220",26220,33,"Self-emp-not-inc","HS-grad",9,"Separated","White","Male",50,"<=50K"
"26221",26221,36,"Private","10th",6,"Never-married","Black","Male",60,"<=50K"
"26222",26222,42,"Local-gov","Masters",14,"Married-civ-spouse","White","Male",55,">50K"
"26223",26223,33,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"26224",26224,19,"Private","Some-college",10,"Never-married","White","Female",25,"<=50K"
"26225",26225,52,"Federal-gov","Bachelors",13,"Married-civ-spouse","White","Male",45,">50K"
"26226",26226,41,"Local-gov","Masters",14,"Married-civ-spouse","Asian-Pac-Islander","Female",40,">50K"
"26227",26227,30,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,"<=50K"
"26228",26228,22,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"26229",26229,47,"Private","Bachelors",13,"Married-civ-spouse","White","Male",60,">50K"
"26230",26230,26,"Private","5th-6th",3,"Never-married","White","Male",40,"<=50K"
"26231",26231,36,"Private","11th",7,"Separated","Black","Male",40,"<=50K"
"26232",26232,35,"Private","HS-grad",9,"Separated","White","Male",40,"<=50K"
"26233",26233,46,"Private","Some-college",10,"Married-civ-spouse","Black","Male",40,">50K"
"26234",26234,24,"Private","Bachelors",13,"Never-married","White","Female",8,"<=50K"
"26235",26235,30,"Private","Assoc-voc",11,"Married-civ-spouse","White","Male",52,">50K"
"26236",26236,38,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"26237",26237,50,"Private","HS-grad",9,"Divorced","White","Female",45,"<=50K"
"26238",26238,41,"Local-gov","Some-college",10,"Divorced","Black","Female",40,"<=50K"
"26239",26239,38,"Private","HS-grad",9,"Married-civ-spouse","White","Male",60,">50K"
"26240",26240,36,"Private","Bachelors",13,"Never-married","Black","Male",48,"<=50K"
"26241",26241,47,"Private","HS-grad",9,"Married-civ-spouse","White","Male",50,">50K"
"26242",26242,59,"Private","Some-college",10,"Married-civ-spouse","White","Female",16,">50K"
"26243",26243,59,"Private","Doctorate",16,"Married-civ-spouse","White","Male",60,">50K"
"26244",26244,52,"Private","Some-college",10,"Married-civ-spouse","White","Male",45,">50K"
"26245",26245,37,"Self-emp-inc","Assoc-voc",11,"Married-civ-spouse","White","Male",60,">50K"
"26246",26246,52,"Private","Bachelors",13,"Married-spouse-absent","Black","Female",40,"<=50K"
"26247",26247,51,"Private","Assoc-acdm",12,"Married-civ-spouse","White","Male",45,">50K"
"26248",26248,67,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",55,"<=50K"
"26249",26249,68,"Private","10th",6,"Widowed","Black","Female",20,"<=50K"
"26250",26250,71,"Private","9th",5,"Divorced","Black","Female",6,"<=50K"
"26251",26251,49,"Local-gov","Masters",14,"Married-civ-spouse","White","Male",40,"<=50K"
"26252",26252,35,"Local-gov","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"26253",26253,18,"Private","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"26254",26254,29,"Private","10th",6,"Married-civ-spouse","White","Female",40,"<=50K"
"26255",26255,47,"Self-emp-not-inc","Bachelors",13,"Married-civ-spouse","White","Male",60,"<=50K"
"26256",26256,31,"Private","9th",5,"Never-married","White","Male",40,"<=50K"
"26257",26257,22,"Federal-gov","Some-college",10,"Never-married","Black","Male",40,"<=50K"
"26258",26258,20,"Private","Some-college",10,"Never-married","White","Female",10,"<=50K"
"26259",26259,57,"Private","HS-grad",9,"Divorced","White","Female",26,"<=50K"
"26260",26260,18,"Private","Some-college",10,"Never-married","White","Female",15,"<=50K"
"26261",26261,32,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"26262",26262,39,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"26263",26263,37,"Private","Bachelors",13,"Divorced","White","Female",40,"<=50K"
"26264",26264,51,"Private","HS-grad",9,"Married-civ-spouse","Asian-Pac-Islander","Male",50,"<=50K"
"26265",26265,48,"Private","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"26266",26266,39,"Private","HS-grad",9,"Married-civ-spouse","White","Male",55,">50K"
"26267",26267,35,"Private","Bachelors",13,"Married-civ-spouse","White","Male",45,"<=50K"
"26268",26268,40,"Private","5th-6th",3,"Married-civ-spouse","Other","Male",40,"<=50K"
"26269",26269,19,"Private","HS-grad",9,"Never-married","White","Male",25,"<=50K"
"26270",26270,28,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
"26271",26271,23,"Private","Some-college",10,"Never-married","White","Female",40,"<=50K"
"26272",26272,18,"Private","Some-college",10,"Never-married","White","Male",35,"<=50K"
"26273",26273,23,"Local-gov","Bachelors",13,"Never-married","White","Male",40,"<=50K"
"26274",26274,47,"Local-gov","11th",7,"Married-civ-spouse","White","Male",40,"<=50K"
"26275",26275,42,"Federal-gov","Bachelors",13,"Divorced","White","Male",40,"<=50K"
"26276",26276,25,"Private","Some-college",10,"Never-married","White","Male",40,"<=50K"
"26277",26277,17,"Private","10th",6,"Never-married","White","Female",12,"<=50K"
"26278",26278,34,"Private","Bachelors",13,"Never-married","White","Female",45,"<=50K"
"26279",26279,30,"Self-emp-inc","Masters",14,"Married-civ-spouse","White","Male",60,">50K"
"26280",26280,29,"Private","Assoc-acdm",12,"Never-married","White","Male",40,"<=50K"
"26281",26281,22,"Private","Some-college",10,"Married-civ-spouse","White","Female",40,"<=50K"
"26282",26282,46,"Federal-gov","HS-grad",9,"Never-married","White","Male",40,"<=50K"
"26283",26283,69,"Private","HS-grad",9,"Married-civ-spouse","White","Male",24,"<=50K"
"26284",26284,50,"Private","HS-grad",9,"Married-civ-spouse","White","Male",60,">50K"
"26285",26285,59,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"26286",26286,45,"Federal-gov","Some-college",10,"Married-civ-spouse","White","Male",40,">50K"
"26287",26287,41,"State-gov","Masters",14,"Never-married","Black","Female",40,"<=50K"
"26288",26288,47,"Federal-gov","Bachelors",13,"Divorced","White","Male",40,"<=50K"
"26289",26289,64,"Private","11th",7,"Widowed","White","Female",40,"<=50K"
"26290",26290,29,"Private","Some-college",10,"Married-civ-spouse","White","Male",35,"<=50K"
"26291",26291,29,"Private","Prof-school",15,"Divorced","White","Female",72,"<=50K"
"26292",26292,17,"Private","11th",7,"Never-married","White","Female",20,"<=50K"
"26293",26293,24,"Private","HS-grad",9,"Never-married","White","Male",60,"<=50K"
"26294",26294,28,"Private","HS-grad",9,"Married-civ-spouse","White","Male",40,"<=50K"
"26295",26295,35,"Private","HS-grad",9,"Never-married","White","Male",50,"<=50K"
"26296",26296,48,"Private","Bachelors",13,"Married-civ-spouse","White","Male",60,"<=50K"
"26297",26297,36,"Private","Assoc-voc",11,"Never-married","Black","Female",38,"<=50K"
"26298",26298,38,"Private","Assoc-voc",11,"Never-married","White","Female",40,"<=50K"
"26299",26299,49,"Private","HS-grad",9,"Divorced","White","Male",40,"<=50K"
